post,label
"Massive Rally for Israel
Join Us in Washington D.C. November 14 at 1:00pm
On Tuesday, November 14, at 1:00 PM on the National Mall in Washington, D.C., there will be a massive rally of support for the State of Israel and American Jews.",against
i pray for palestine,with
"Father, God of Abraham, Isaac, and Jacob, we ask that You accompany Israel’s troops into battle; that You fight alongside them, protect them from all harm, and quickly deliver into their hands those who seek to destroy them. ~ John Hagee
(Deuteronomy 31:6; I Chronicles 5:20)

Join us in praying for the peace of Israel and the safety and security of all Israelis. To download a complete list of prayer points or to donate to help Israel please go to https://www.jhm.org/standwithisrael.",against
"You cannot murder 10,000 innocents and claim ""self-defence""

Canada United for Israel
November 1 at 5:01 PM ·

When protesters in Canada and around the world call for Palestinian territory to extend ""from the river to the sea,"" they are supporting Hamas and calling for the destruction of Israel.

The world cannot let Hamas terrorize Israel any longer. It's time to #StandwithIsrael.",against
"Thought that the group would like this

Mohammed Seheem
May 15, 2022 at 4:31 PM ·

While this building, which belongs to the Palestinians where attending the funeral of Shireen Abu Akleh, Jewish settlers with the full protection of the Zionist Israeli forces start to move their belongings into Palestinian homes.

This video was posted to Twitter by Yishai Fleisher boasting about the theft of property and land.

The Wafa news agency reported that the building belonged to local Palestinian resident Walid al-Ja'abri, and it was undergoing renovations at the time that the Israeli settlers stormed in.

Local sources also said that Israeli soldiers surrounded the building to prevent Palestinian residents from approaching the settlers.

Around 700 Israeli settlers live in settlements in the heart of Hebron, where they are guarded by thousands of Israeli soldiers and police. Hundreds of Palestinian homes have meanwhile been left empty due to restrictions favouring settlers.

Hebron is home to more than 200,000 Palestinians. Israel approved plans two days ago for 4,427 new illegal housing units for Israeli settlers in the occupied West Bank.",neutral
God was with the Israelites from the ancient days of their father King David and is still with them mightly. Israel can't be defeated 🇮🇱 🇮🇱,against
All muslim is want to independent Palestine.,with
"There she lies, the dead body of Shireen Abu Akleh, a veteran Palestinian journalist shot dead by Israeli snipers. She fearlessly reported the atrocities of the apartheid state of Israel's oppression.

She was clearly seen with the ""Press"" bullet proof vest on wearing her helmet posing zero threat to anyone, they shot her under her ear and fired again when they tried to retrieve her body.

Will there be an outcry? Will the killer be brought to justice? Will Europe and America pose any sanctions on Israel? Will the media give it any coverage?

Israel is an apartheid, ruthless, violent state built on the blood of the innocent.",neutral
Free Gaza ,with
"British rapper Lowkey says he ""will not be silenced on Palestine"" after a pro-Israel lobby group campaigned to get his music off Spotify for his stances supporting Palestine.",with
We Pakistani stand with Palestinian and Palestine...یوم طوفان الاقصٰی,with
"Hello everyone,please
we only approve lSRAEL🇮🇱 news, ISRAEL IDF Soldiers, World News,Godly Post, Bible Writeups, Prayers, greetings🙏🇮🇱♥️ Shalom to you all",against
"💔 HEARTBREAKING - Lone Soldier Murdered: The Israeli Border Police officer critically wounded in this morning's stabbing attack near Jerusalem's Old City has died.

She is named as Sgt. Elisheva Rose Ida Lubin, 20, from Kibbutz Sa'ad.

Lubin had moved to Israel from the United States in August 2021, and drafted to police in March 2022.",against
"If the fact that Palestinians have been stuck in a literal cage, slaughtered and oppressed for years, having to depend on Israel for every essential need to stay alive. All while America funds both sides. Isn’t enough for some people to see the real evil at play. Then I truly don’t know what is. I’m ashamed and disgusted our American tax dollars are going to white phosphorus and bombs, obliterating children and innocent families. And don’t see how anyone couldn’t be. Especially considering half the people there are children, who never had a choice in any of this! That did nothing more than be born there. A sickening disgrace for humanity! After all if you want to understand how to fix a problem in the world, you have to ask who is profiting/gaining from it. Not who is suffering. I don’t know how anyone is still so brainwashed not to be able to see that. No life is any more important than the next. And it certainly isn’t up to us or the government, to decide that. Not when it comes to innocent lives. Until anyone can tell me what makes Israeli children more deserving of life and equality than Palestinian children. Or even Israeli adults more deserving than Palestinian adults. Then there really isn’t even an argument. The hypocrisy and double standards make me sick. As does the suffering and slaughtering of innocent people. And the people who support it. Some people need to learn where to find accurate information, and a history lesson. Instead of just spewing whatever nonsense the government and media are telling us. That’s especially true for the people saying “Doesn’t Israel have the right to defend itself”, or the even more ill informed “they started it”. To the people condemning others for “supporting terrorists”. Nobody is “supporting terrorists”. We are supporting innocent people who deserve life and equality, just as much as anyone else. To the people saying “you’re antisemitic”. Nope, we are ALL equal. That’s kind of the point, no? And to the people saying “Hamas is using human shields”. You wanna talk about human shields, while comparing free people to people locked in a cage? Let’s talk about how all Israeli citizens are forced to join the military, once 18. Therefore they don’t even have civilians. The only people that get fed more bs and propaganda on this entire planet than us Americans, are Israeli’s. (With North Korea probably being an exception) To anyone to that feeds into this garbage and thinks they are better than, or more important than anyone else on this entire planet. I feel sorry for you! To anyone apathetic because it’s not personally affecting you. Just know that it will one day, one way or another. And probably your children’s and grandchildren’s lives as well. None of us will be spared from our worlds corrupt “leaders” and their greed stricken nefarious intentions. And that only appears truer, everyday. I want to know how many more deaths, land grabs, recessions, and obvious corruption, that need to go on before everyone can see this? And care enough to do something? To anyone defending this. Why don’t you try living the way these people have been forced to, for the past 70 years. Then get back to me! I wish people would stand together and start blaming and holding accountable the people actually oppressing and in control. Instead of blaming and slaughtering each other. Let’s not forget united we stand divided we fall. That stands just as true today, as the day it was first quoted. Regardless of what we are taught and all the propaganda out there! And our differences or beliefs. And lastly to the people all across the globe that can see this situation for what it is. Which is not a conflict or a war. But ethnic cleansing and genocide, that started long before October 7th. Thank you for standing for humanity! Even in the face of judgement and ridicule. And being on the right side of history. You are their hope! ❤️ And our hope. All anyone has to do to see this atrocity is Google the death statistics, be able to think for themselves, and understand we are all equal. But clearly that’s too much for some!
Peace+Life+Equality for ALL people
NOT in MY name
“When religion and politics collide, it is often the innocent who suffer and the principles that are compromised”.
I am currently restricted due to my opinion on this matter. So if it takes me a few days to respond to any comments, that’s why.",with
Freedom of Israel is inevitable! If you believe that let your amen sound like thunder ⛈️ 🙏 🙌,against
Thanks You.Iam from Malaysia.And I stand With Palestine.We Love Palestine.Free Palestine ❤❤🇵🇸🇵🇸🇵🇸🇲🇾🇲🇾🇲🇾❤❤,with
Hamas is winning against the combined forces of israel and america and their symphatizers,with
"If the iranian, and Palestinian and Lebanese care so much for the people in Gaza how come they do Not send truck of food and Medicines",with
"O followers of Moses
My Jewish brothers
l pity you
the Zionists have stolen the land from the Palestinians but they have stolen your identity and erased you from the memory of humankind
Zionism is not Judaism

Damian Moran‎IsraelVPalestineTheFacts
November 4, 2021 at 11:32 AM ·",neutral
China stand by Israel,against
"I pray for God's protection over her. She has a strong spirit and willing mind to combat. God will grant Israel victory and success amen.

🌷🔯🌷🔯🌷",against
"anyone support Israel
is not a human 🖤",with
AUSTIN ALL OUT FOR PALESTINE: Join us this Sunday October 29th at the Texas Capitol as we protest the ongoing genocide and collective punishment of Gaza at the hands of the zionist occupation. We must demand an end to the siege and US funding for genocide. #FreePalestine 🇵🇸🇵🇸🇵🇸,with
Israel most powerful nation on earth the .all powerful GOD is with them,against
May Allah remove Israel from earth 🙏,with
"JNS editor-in-chief Jonathan Tobin asks why Jewish rights and Jewish suffering are being erased while a putative Palestinian right to slaughter Jews is treated as legitimate by so many in the chattering classes.

JNS.ORG
War crimes in Gaza? How everyone is getting international law wrong - JNS.org",against
"IDF soldiers are bombing Hamas tunnels entrances under the civilian buildings, hospitals and etc.. Hamas have no place to run and hide now. Hamas proxies what is your say on that?",against
"Take a few minutes to listen to Mayim Bialik's thoughts on antisemitic attitudes and outright hostility and violence being spread right now. Share this to your network to help you non-jewish friends and collegues understand what we are feeling and thinking. #StandWithIsrael #JewishLivesMatter #Israel
#israelwillwintheterror
https://fb.watch/n-Pnha13wE/

Mayim Bialik
October 27 at 11:34 PM ·

I recorded this last night and have decided to post it a little bit before the West Coast starts preparing for Shabbat. Wishing you all a safe weekend.",against
"Israel Bombed Shifa Hospital .. they are committing war Crimes .. you kill one human it’s like killing entire mankind .. that’s what Islam teaches us .. no civilians should suffer like how Palestinians are suffering at the moment .. may Allah bring Justice to Palestine soon. آمين يارب العالمين يا أرحم الراحمين



YOUTUBE.COM
Gaza: Israel hits labour ward of al-Shifa hospital",with
"raise your voice for Palestine...share this video to warn the non Muslims...
#PalestineWillBeFree #Palestine #istandwithplastine #FreePalestinian",with
Israrli killing of Palestinian citizens is a zionist norm,with
I am from Syria and I support Palestine,with
"Less than two weeks after the start of the war between Israel and Hamas, the British Medical Journal published a piece by several academics decrying the war’s effect on the healthcare system and calling for an immediate end to hostilities. “Violence in Palestine demands immediate resolution of its settler colonial root causes” is an ideological screed directed against the Jewish state that is full of inflammatory comments, misleading statements, and a distorted analysis of the war.",against
"HE IS A JEWISH CHRISTIAN

JEWISH CHRISTIANS ARE CALLED BELIEVERS OF YESHUA.

He is Thanking you for your support and prayers.",against
"ATTENTION MEMBERS: We welcome new members, but we try to vet each & some hostiles may get by.. PLEASE USE THE REPORT feature.
APOLOGIES if your post was declined ..it may not be for the CONTENT, but because we are having so many DUPLICATES.
No one will read down the page when we post so many new threads. I would prefer to see fewer posts of the same things and more discussions of your thoughts on the ones posted.

WAR is popular. Everyone has something to post & say. Please be patient & understanding.

20-50 new members a day and 30-40 new posts.. all need to be looked at.. I DO want them all posted as RECORD of these current events..

AND>>> We do not check each group or person asking for donations. Please check out any charity to make sure it's legit before you donate.",neutral
"The current conflict between Israel and Palestinian-Hamas has been decades in the making. But what is the history behind the fighting? Who are Hamas? What is Gaza Strip? What is West Bank?
The blockade of the Gaza Strip and occupation of the West Bank have contributed to ongoing tensions in the 21st century.
One of the biggest myths about the Israel-Palestine conflict is that it's been going on for centuries, that this is all about ancient religious hatreds.
In fact, while religion is involved, the conflict is mostly about two groups of people who claim the same land. And it really only goes back about a century, to the early 1900s. At its heart, it is a conflict between two self-determination movements — the Jewish Zionist project and the Palestinian nationalist project — that lay claim to the same territory.

#hamas #Israel #InterestingDocumentary

YOUTUBE.COM
History of Israeli-Palestinian conflict | Who is HAMAS? (Interesting Documentary)",neutral
"Support Israel: Help us transport those displaced from the war and provide them with basic necessities🩵
For more information, please contact us via private email🇮🇱",against
"stay with us we are israels😍🙏😍🇮🇱🇮🇱
support me😍🙏🙏🙏🙏",against
"In an emergency meeting in Saudi Arabia, everyone paid lip service to the Palestinians. In the bottom line, the following decisions were made, 1. The end of the war and the release of the abductees 2. Arab countries that host American military forces will continue to host them 3. Countries that have signed peace agreements with Israel will strengthen relations with it. Bottom line, you Palestinians are of no interest to anyone. You are treacherous, hateful and your suffering is your problem.",against
"We're inundated with false narratives in the media. It's time to question the rhetoric of influencers like Mia Khalifa, who may prioritize soundbites over substance. Verify before you trust. #FactCheck #SpreadTheTruth #Israel #KnowThePast
#israelwillwintheterror
https://www.facebook.com/reel/1730554080702098

Erez 'diwon' Safar
October 10 at 6:47 PM ·

This is must-see TV, @lalshareef refuting #miakhalifah with facts 😁 رد على مزاعم ميا خليفة

It is absolutely incredible how many people are brainwashed and don’t even stop for a second to research even the smallest bit of history of the Jewish people and their ancestral homeland, the place that they are indigenous to -> Israel.

It was only in the 2nd century CE, that the Romans crushed the revolt of Shimon Bar Kokhba (132 CE), during which Jerusalem and Judea were conquered, and the area of Judea was renamed Palaestina in an attempt to minimize Jewish identification with the land of Israel.

Even the Dome of the Rock located at our Kotel (the western wall) sits on top of our Holy Temple(s), not the other way around.

Like you, I don’t like to see this woman’s face - a woman who has fully given herself over to the powers of the evil inclination, the other side of Godliness, the other side of light, the other side of truth - but she has double the number of followers on Instagram than the number of Jews in the world and it’s important to educate people and this video by Loay Lalshareef directed at her perpetual lies does exactly that.

Everyone who shares posts against the Children of Israel and the Jews right to exist in the land is only following in the footsteps of the Romans and distancing themselves from truth, justice, light, and redemption.🪬🤍🧿🕊️",against
"🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸Must read 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸

CNN: on October 17 2023, the first hospital in Gaza was bombed.. to cleanse Israel from this terrorist’s atrack… CNN sent in its team of forensic specialists to investigate… the conclusion was: the hospital bombe came from within Gaza!!! Fine… now my question is: after 23 days of continuous bombing on only 99.99% hospitals, schools, rescue teams & journalists, WHAT DO YOUR FORENSIC IDIOTIC ANALYSTS CONCLUDE? ARE THEY ALLLLLL COMING FRIM INSIDE GAZA… or did they resign due to loss of credibility just like your news channel did",with
Israelis from all over the world 🌍🌎🌏 joined in the fight to defend their land and defeat Hamas. Victory belongs to God and Israel 🇮🇱,against
"Happy new month of November 2023. If you love and support Israel 🇮🇱 🇮🇱 tell us where you from, where you are supporting. May the Lord Yeshua aka Jesus Christ bless you O:) 🕇🔯",against
May Allah prtect Palestine,with
"This post is dedicated to all of our followers and supporters online.

Thank you for the love and support. #StandWithIsrael

📸@visit_israel",against
"Should Benjamin Netanyahu and Yoav Galant be referred to the ICC?
On May 9, 2023, an Israeli overnight air attack targeting Palestinian residential homes in the Gaza Strip resulted in the deaths of 13 Palestinians, including four children and four women, and the injury of approximately 20 more, three of whom were children and seven of whom were women. The targets of the attack were three Palestinian military commanders with the Palestinian Islamic Jihad Movement: Tariq Izz Al-Deen, Khalil Al-Bahtini, and Jihad Al-Ghannam. It is reported that the attack was approved by Israeli Prime Minister Benjamin Netanyahu and Israeli Defense Minister Yoav Galant.
Do you support the referral of this matter to the International Court of Justice?
Join the discussion on Zoom.
Date: Sunday, May 14, 2023.
Time: 7:00 PM Jerusalem time,5:00 PM London time,12:00 Noon, N.Y time and 9:00 AM Los Angeles time.
Register in advance for this meeting:
https://us02web.zoom.us/meeting/register/tZctfuuprT4sG92kbREyoo05hJlBszDHUL5j
After registering, you will receive a confirmation email containing information about joining the meeting.",with
Journalists mourn following the killing of Al-Jazeera journalist Shireen Abu Akleh at a hospital in the West Bank city of Jenin on Wednesday.,neutral
Me and my family stand with Israel 🇮🇱 🇮🇱 🇮🇱,against
Why do Palestinians and Israelites fight rather than call out their Gods to wrestle like it was in olden days?,neutral
"I will be glad and rejoice in you; I will sing praise to your name, O Most High. My soul will boast in the Lord; let the afflicted hear and rejoice. Be joyful always, pray continually; give thanks in all circumstances, for this is God's will for you in Christ Jesus. The Lord your God is with you, he is mighty to save. 🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱",against
"Tune in to the emotional story of two 10-month-old twin boys abandoned in a war-torn area after their parents fell victim to Hamas terrorists. Surviving 14 hours without food or water, their eventual rescue is a testament to resilience. #HamasIsISIS #HamasRedefinesEvil #StandWithIsrael
#israelwillwintheterror
https://www.facebook.com/lior.gluska/posts/7153678607999235

Lior Gluska
October 17 at 10:55 AM ·

התעוררנו לגיהנום

We woke up in hell",against
"🇿🇦🇵🇸🇹🇳❤️
You do not have to be Palestinian to speak, it is enough to be a human
#FreePalestine
#savesheikhjarrah
#AqsaUnderAttack 🇵🇸🇹🇳✌",with
Remember Palestinians this is the jews before the creation of israel😂😂😂🤣🤣🤣🤣,neutral
Let’s us all join and pray together for the safety of all the people in the Holy land of Israel! Shabbat shalom lekoulam!,against
"Apartheid is fragmentation. Israel’s apartheid over Palestinians is a crime against humanity. There is no place for it in a world that upholds equality and the right to live with dignity.

#EndIsraeliApartheid ✊",with
"Children across Israel have one request for all of you:

Stand by them ❤️

Watch:

Volunteered and took part in this important project -
Creator and producer: Ifat Orgad @ifatorgad
Music producer: Roi Cohen
Cinematography: Adam Nahmod and Matan Shavit
Video editing: Yeela Taragano
Producer Assistant: Avital Fighel
Recorded by Kobi Farhi and Guy Sages at Mitzlol Recording Studios
Mixed by Ofer Froind",against
"The ""Final Solution"" to the Palestinian ""problem"": the intentional and systematic obliteration of millions of Palestinians in occupied Palestine, while the world watches.


Sounds familiar?",with
"I am from Kashmir
I
Stand with Palestine 🇰🇼",with
Erase esrael in planet🇵🇭🇵🇭🇵🇭🇵🇭,with
"Welcome to (Is Real) 🇮🇱. my support Is in my prayers. Because Am lack of Authority, Remember me then.",against
"The war is far from me, but I know it's very close to someone, I never support Israel, neither will I support the Palestine, WE WANT PEACE NO MATTER WHAT!!!",neutral
"The Lion of Judah is very angry and is coming to rescue His people. Watch out, run before you get striken by the mighty force of Israel 💪🇮🇱 🇮🇱",against
Hi can anyone let me know why the alamo dome is lit blue tonight?,neutral
"God really blessed isreal with a fertile land, more blessings to Israel. 🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱",against
"In the name of Allah, the most Gracious, the most Merciful

As an expression of my commitment to the Palestinian cause, from all perspectives, especially the humanitarian aspect, and my belief that the Palestinian cause still holds a special place in the hearts of Arab and Islamic nations, as well as all lovers of humanity. I have faith in the oppressed people all over the world, especially in light of the dangerous and tragic situation facing our beloved Gaza, including the cutting off of water and electricity, medical supply shortages, and terrorist attacks on hospitals, the killing of children, women, and civilians without justification or right.
Therefore, based on legal and humanitarian principles, I call upon the Islamic and Arab peoples, and all peace-loving individuals, to assemble peacefully, independently of their governments except for non-interference, for a peaceful gathering at the Palestinian borders alongside Egypt, Syria, Lebanon, and even Jordan. This gathering should be without any arms except for shrouds, and it should continue until the siege is lifted and sufficient aid is delivered to our people in Gaza, both in the north and the south. We have no objection to the inspection of this aid by a neutral party agreed upon by all, such as the United Nations or others. If we find cooperation from the people, we will schedule a meeting later, in agreement with all parties, far from governments and military entities.

Thank you
Muqtada Al-Sadr",with
"The Israeli ambassador to the U.K. Tzipi Hotovely was rushed out of the London School of Economics last night after a pro-Palestine protest formed outside condemned her appearance at a debate forum there.

There should be no platform for representatives of apartheid regimes.

#FreePalestine",with
The promise land of God Israel 🇮🇱 🇮🇱 🇮🇱,against
"I asked DALL E 2:

Draw a flag for a bi-national Israeli Palestinian federation, including together, in the same flag, the Star of David and the red triangle of the Palestinian flag, both of the same size, with stripes of all the colors of both flags, in an equal distribution, without any writing. Produce single different arrangements of those same elements.

Interesting, even creative!
Your are welcome to try and post your best results here!",neutral
"Its always about money...US, UK, FRANCE and ISRAEL...partners in genocide. No Palestinians, no Gaza, no need to use the Suez canal because....they want to build their own! Yes, the Ben Gurion canal.",with
"In his first Privilege Speech on the resumption of sessions in Congress, Youth Rep. Raoul Manuel talks about the genocidal actions of Israeli forces on Palestine.

Why do Filipino youth feel strongly about this issue?

It's because we are no stranger to colonial rule and oppression in our own country. We have studied history and we learned that our oppression is linked to oppression in other parts of the world.

Like Palestine, the Philippines has been a victim of occupation by foreign powers who want to take advantage of our rich natural and human resources.

#FreePalestine",with
"Urgent calls for a ceasefire are building around the world. We are directing our pressure at @joaquincastrotx who needs to sign on to the Bush-Tlaib ceasefire resolution, the measure in Congress backed by mass action. This morning we disrupted his speech to make that demand loudly and clearly as people of conscience in San Antonio.

Everyone, everywhere has a responsibility to do all that they can to stop the genocide in Gaza, inflicted by Israel and bankrolled by the United States. This energy is widespread hitting every level of our global community. Countries like Colombia, Chile, and Bolivia have either recalled their diplomats or outright ended their diplomatic relationships with Israel. A State Department official and a top UN official have resigned over Israel’s bombardment of Gaza. People have occupied Grand Central Station, blocked the White House, and protest by the millions all over the planet. We do this together as one movement, saying the bombs must stop, Israel must end its 75 year campaign of ethnic cleansing and Palestine must be free.

#CeasefireNOW #FreePalestine #endtheseigeongaza",with
"On Sunday I managed to capture this with my professional camera from the bridge over Haulover Inlet
Which is between Bal Harbour and Sunny Isles Beach in Miami, Florida.",neutral
"Don't stop talking about Palestine. Every occupied Palestinian town was once a Sheikh Jarrah or Silwan. This is the largest ethnic cleansing operation since 1967. It is unprovoked, illegal under international law, and happening in plain sight all under a supposed ceasefire. Every night, settler mobs are reigning down havoc on neighborhoods being marked for expulsion under the full protection of Israeli forces shooting bullets and tear gas into crowds and homes. Children are being kidnapped and detained into Israeli prisons where human rights groups have documented thousands of cases of torture and sexual abuse. Journalists are being shot down, media bias ongoing, and social media companies are censoring posts shedding awareness on these atrocities.

If we go silent this time and wait for the next massacre in Gaza to raise our voices; the populations, cities, and villages being razed will no longer exist for us to fight for.",with
"Hamas explicitly states that it will commit more massacres until all its people die.

JNS.ORG
Destroying war criminals saves everyone - JNS.org",against
"GOD BLESS ISRAEL 🇮🇱 ESTAMOS CON USTEDES AMEN AMEN AMEN

GOD BLESS ISRAEL 🇮🇱 WE ARE WITH YOU AMEN AMEN AMEN",against
"1 John 5

7 For there are three that testify:
8 the Spirit and the water and the blood; and these three agree.
9 If we receive the testimony of men, the testimony of God is greater, for this is the testimony of God that he has borne concerning his Son.
10 Whoever believes in the Son of God has the testimony in himself. Whoever does not believe God has made him a liar, because he has not believed in the testimony that God has borne concerning his Son.
11 And this is the testimony, that God gave us eternal life, and this life is in his Son.
12 Whoever has the Son has life; whoever does not have the Son of God does not have life.",against
"Israel exists for 75 years, it was built by people who survived the holocaust and made it into a successful prosperous country, only 3 years after 6 million Jews were killed in the worst way imaginable by the Nazis. For 75 years Palestinians have kept claiming they were chased away and want to go back to their homes, instead of building a new country, using all the greenhouses and factories Israel left them. They spend all the money they get to build rockets and underground tunnels, while their citizens live on welfare. #TheTruthAboutHamas #Gaza #EducateYourself
#israelwillwintheterror

FACEBOOK.COM
www.facebook.com",against
"And I have promised to bring you up out of your misery in Egypt into the land of the Canaanites, Hittites, Amorites, Perizzites, Hivites and Jebusites-\-\a land flowing with milk and honey.'18",against
"Not to speak - is to speak
Not to act - is to act
To go along to get along is - quite simply - wrong",against
"“It's up to ordinary people to stop it. We did it in the struggle against apartheid in South Africa, and we can do it again.”

From Australia to Belgium and Colombia to Spain, workers are refusing to handle or transport Israel’s war equipment amid Israeli attacks on Gaza.",against
“Let me kiss him” .. A child bids farewell to his father who was killed by Israeli bombardment in Gaza.,with
"On October 7th, 2023, Hamas suddenly launched thousands of rockets at Israeli cities across the country. This turned out to be just cover for a ground invasion by over 1,000 terrorists, in what would be the world’s largest terror attack since 9/11.

Simultaneously, Israeli Special Forces, including Yamam, Yamass, Sayerret Matkal, and Shayettet 13 were mobilized to spring into the lion's den, not knowing how many terrorists they’d be facing.",against
"Please fwd this &: As we know internationally known group Hamas is the new ISIS. MAY B ISIS IS GONE BUT THEY RESURFACED AS NEW FORM & NAME .As once an Israeli official said Dealing with ISLAMIC FASCHIST IS LIKE MOWING A LAWN U MOWE THEM DOWN & TGE GROW BACK SO HERE WE GO AGAIN OUR FIGHT HAS BEGAN AGAIN THIS TIME IS IN HEART OF OUR CITIES Do this not only for ISRAEL & ISRAELIS 🇮🇱&JEWS EVERYWHERE IN THE WORLD but for Humanity that’s Unfortunately on the way of being MORALLY ERACED .
FOR THE FUTURE of OUR CHILDREN & CHILDREN OF THE WORLD .
copy the text & send it to own representatives! THANKS

ADL.SALSALABS.ORG
Tell Congress to Condemn Antisemitism on College Campuses",against
"I will be leaving this group. Because there is no regulation for what is posted. This is to suppress the people of Palestine, the Palestinian people, but there’s also unwanted post and hate from Israelis and Israeli supporters.",with
"Israel, I'm yours, No one can with our father because is ALFA and OMEGA (JEOVÁ). We have pray for all time, our Journey is going finish. JESUS IS COMING TOMORROW",against
"Yesterday, over 500 workers at Amazon and Google joined forces1 to demand their employers cut ties with Israeli apartheid and end Project Nimbus—a $1.2 billion contract to provide cloud technology for the Israeli military and government.

Google and Amazon execs signed the contract this past May as the Israeli military leveled entire residential buildings,2 clinics,3 and schools4 in Gaza while threatening to push Palestinian families out of their homes in Jerusalem.5

The courageous workers at every level of Amazon and Google are making it very clear that technology should be used to bring people together, not enable ethnic cleansing. They deserve our support.

That's why MPower Change and over 40 organizations just launched the #NoTechForApartheid campaign.

Click here to send an email to Amazon and Google execs & let them know that there’s still time to be on the right side of history: Cut Project Nimbus and stop doing business with Israeli apartheid.
Project Nimbus will make the Israeli military that carries out atrocities in Gaza — and the government that carries out the daily business of apartheid — more oppressive, violent, and deadly for Palestinians.

That’s not hyperbole. Under Project Nimbus, the technology and infrastructure provided by Google and Amazon will make data-powered surveillance of Palestinians more state-of-the-art and make it easier for the Israeli government to force Palestinians off their land. This cloud tech could likely build data capacity for the Israel Land Authority (ILA), the Israeli government agency that manages the expansion of illegal settlement, confines Palestinian communities, and limits their growth.

Both Amazon and Google pay lip service to having human rights commitments. Amazon released Global Human Rights Principles, promising to ""embed respect for human rights throughout our business.""6 Similarly, Google states that companies ""can make money without doing evil.""7

Instead of living those values, Google and Amazon are putting profit ahead of people by powering the Israeli government’s violence against Palestinians.

Demand Google CEO Sundar Pichai and Amazon CEO Andy Jassy live up to their human rights commitments and stop facilitating apartheid.

Amazon and Google’s collaboration with Israeli apartheid is part of a larger pattern of Big Tech fueling state violence across the globe.8 Amazon helps power ICE’s deportation-detention machine9 while Google sold artificial intelligence to the Department of Defense to make its drone strikes deadlier.10

But we’ve seen ordinary people and workers fight back and win against contracts like this and win before — and there’s every reason to believe we can make Amazon and Google executives listen to those calling on them to be on the right side of history.

Following in the footsteps of those who fought for divestment from apartheid South Africa and won, it’s our responsibility to rise up in support of Palestinian freedom. We know that, together, we can win, too.

With one click, email Google CEO Sundar Pichai and Amazon CEO Andy Jassy now.

Let’s declare together: #NoTechForApartheid.",with
"🚨 Very unfortunate News: 2 of the 6 Palestinians that had escaped an Israeli Maximum security prison have been caught by Israel.

Yes, this is heartbreaking, and I can’t even imagine what they will go through once they are back in prison by Israeli guards and interrogators (torturers). HOWEVER, this is a REMINDER to everyone, no matter how many of the escaped Palestinians they recapture, this will forever be recorded in history, an ultimate embarrassment to the Israeli occupation. 6 prisoners defeated the occupation....with a spoon 🥄 🇵🇸

May Allah protect them and free all Palestinian prisoners.

Pakistan to Palestine",with
I believe my God will send peace peace is priceless.,neutral
"Thousands of Jews ✡️ wave Israel 🇮🇱 flag as they celebrate 🍾Jerusalem day by dancing at Damascus Gate in Jerusalem's Old city, during Jerusalem day. Shalom Israel 🇮🇱 🇮🇱🇮🇱🇮🇱🇮🇱",against
"The letter Staff Sgt. Lavi Lifschiz wrote in case he would die....Heartbreaking, but strong.
#TimetostandupforIsrael",against
"🙏🏼 A PRAYER FOR ISRAEL 🙏🏼
God, we pray for peace in Israel. We pray for your supernatural and angelic protection for this nation and the Jewish people.

We decree God's peace and blessing rests upon Israel and Jerusalem. We declare peace to her borders and that all enemy fire shall cease. We ask for angelic reinforcements to bring protection to the walls of Israel and that its places of government shall remain safe.

We break the power of all dread, fear, and terror among the people. We say they shall not fear attacks, bombings, missiles, and foreign invasion. We prophesy that their homes, streets, businesses, and historical sites shall be protected.

We declare that Israel's land shall remain secure, and no politicians or governments of the earth shall be able to enact agreements or accords that take their land away. We say that Jerusalem belongs to God. We speak strength to the state of Israel. We prophesy that a prosperity from the Lord rests upon it and the Jewish people. Israel belongs to God and Israel is forever.

We declare that the Gospel of Jesus Christ shall shine in Israel and many shall come to the way of salvation.

May the United States of America never break its alliance with Israel. We bind every effort by the government to detach from Israel, and we declare that America shall always defend Israel and seek its good.

We pray for the defeat and destruction of Islamist terrorist invaders. We pray for the physical rescue of Israelis under siege, those who are kidnapped, those who are wounded. We pray for divine wisdom and decisive strategy to be given to Israel's leaders in every area.

We pray that God will break the arrows and bow of the enemy, and for supernatural protection for Israel against all rockets and missile attacks from God and his angels. We pray that Israel’s enemies will be confused and will turn and flee.

We pray for salvation and revival to break out in Israel. We pray that they would come to know Jesus as their true Messiah. We pray that their eyes would be opened to see the love and light of Jesus in the middle of their darkest hour.

God we declare that this conflict will not escalate into World War 3. We declare that it will end quickly and every attempt of the enemy to turn it into something more is cancelled in Jesus’ name. We pray for peace in Israel and worldwide.

In Jesus’ name we pray… 🙏🏼🙏🏼 Amen 🙏🏼🙏🏼",against
"Hey .
My name is David Ramon International kickboxing🥊 coach and referee .
I am proud to represent Israel 🇮🇱and the Kickboxing Association in Israel .",against
"🔴 Thousands of people gathered in Paris, waving Palestinian flags and chanting “Gaza, Paris is with you” during the first pro-Palestinian demonstration permitted by French police since October 7.",with
I am from Canada And I support Palestine,with
"Regretfully, as Israel fights this battle for survival, the Jewish state is also being attacked on an entirely different front, the mainstream western media!",against
